2017-10-09	v0.10.10
2017-09-12	v0.10.9
2017-09-08	v0.10.8
2017-08-25	v0.10.7
2017-07-28	v0.10.6
2017-07-27	v0.10.5
2017-06-28	v0.10.4
2017-05-19	v0.10.3
2017-05-02	v0.10.2
2017-05-02	v0.10.1
2017-04-20	v0.10.0
2017-01-24	v0.9.5
2016-12-21	v0.9.4
2016-09-28	v0.9.3
2016-09-21	v0.9.2
2016-08-17	v0.9.1
2016-07-19	v0.9.0
2016-04-26	v0.8.3
2016-02-25	v0.8.2
2016-01-12	v0.8.1
2015-12-04	v0.8.0
2015-09-29	v0.7.6
2015-08-05	v0.7.5
2015-08-05	v0.7.4
2015-07-15	v0.7.3
2015-07-01	v0.7.2
2015-06-02	v0.7.1
2015-05-25	v0.7.0
2015-05-07	v0.6.0
2015-04-30	v0.5.1
2015-04-28	v0.5.0
