2018-01-09	2.0.0-canary.9
2017-12-04	2.0.0-canary.8
2017-12-04	2.0.0-canary.7
2017-12-04	2.0.0-canary.6
2017-12-04	2.0.0-canary.5
2017-12-04	2.0.0-canary.4
2017-12-04	2.0.0-canary.3
2017-12-04	2.0.0-canary.2
2017-12-04	2.0.0-canary.1
2017-09-26	1.4.8
2017-09-20	1.4.7
2017-09-16	1.4.6
2017-09-16	1.4.5
2017-09-13	1.4.4
2017-09-03	1.4.3
2017-08-30	1.4.2
2017-08-30	1.4.1
2017-08-30	1.4.0
2017-05-12	1.3.3
2017-05-09	1.3.2
2017-03-10	1.3.1
2017-03-09	1.3.0
2017-02-16	1.2.1
2017-02-16	1.2.0
2017-01-10	1.1.0
2016-12-31	1.0.1
2016-12-12	1.0.0
2016-10-18	0.8.3
2016-10-16	0.8.2
2016-10-11	0.8.1
2016-10-06	0.8.0
