2017-12-27	v2.1.8
2017-11-27	v2.1.7
2017-11-19	v1.3.4
2017-10-27	v2.1.6
2017-10-19	v1.3.3
2017-10-05	v2.1.5
2017-10-03	v2.1.5-RC4
2017-10-03	v2.1.5-RC3
2017-10-03	v2.1.5-RC2
2017-10-03	v2.1.5-RC1
2017-09-22	v2.1.4
2017-09-15	v1.3.2
2017-09-10	v1.3.1
2017-08-15	v2.1.3
2017-07-23	v2.1.2
2017-06-21	v2.1.1
2017-05-05	v1.3.0
2017-04-29	v2.1.0
2017-04-26	v1.2.10
2017-04-21	v2.0.9
2017-03-29	v2.0.8
2017-03-24	v1.2.9
2017-03-24	v1.2.8
2017-03-07	v2.0.7
2017-02-24	v1.2.7
2017-02-15	v2.0.6
2017-02-03	v1.2.6
2017-01-27	v2.0.5
2017-01-06	v1.2.5
2017-01-04	v2.0.4
2016-12-18	v2.0.3
2016-12-15	v1.2.4
2016-12-02	v2.0.2
2016-11-23	v1.2.3
2016-11-12	v2.0.1
2016-11-03	v1.2.2
2016-10-29	v2.0.0
2016-10-21	v2.0.0-RC5
2016-10-07	v2.0.0-RC4
2016-10-05	v1.2.1
2016-09-23	v2.0.0-RC3
2016-09-17	v1.2.0
2016-09-05	2.0.0-RC2
2016-09-05	v1.1.10
2016-08-25	v2.0.0-RC1
2016-08-12	v1.1.9
2016-07-23	v1.1.8
2016-07-10	v1.1.7
2016-06-15	v1.1.6
2016-05-05	v1.1.5
2016-05-04	v1.1.4
2016-04-08	v1.1.3
2016-03-18	v1.1.2
2016-02-11	v1.1.1
2015-12-03	1.1.0
2015-12-02	1.0.17
2015-11-11	v1.0.16
2015-10-30	v1.0.15
2015-08-21	v2.0.0-DP0
2015-08-12	v1.0.14
2015-07-20	v1.0.13
2015-06-09	v1.0.12
2015-05-19	v1.0.11
2015-04-30	v1.0.10
2015-04-09	v1.0.9
2015-03-07	v1.0.8
2015-02-21	v1.0.7
2015-02-11	v1.0.6
2015-02-04	v1.0.5
2014-12-29	v1.0.4
2014-12-16	v1.0.3
2014-12-02	v1.0.2
2014-11-29	v1.0.1
2014-11-18	v1.0.0
2014-11-17	v1.0.0-rc.12
2014-11-15	v1.0.0-rc.11
2014-11-12	0.20.7
2014-11-09	v1.0.0-rc.10
2014-11-02	v1.0.0-rc.9
2014-10-23	v1.0.0-rc.8
2014-10-16	v1.0.0-rc.7
2014-10-16	0.20.6
2014-10-10	v1.0.0-rc.6
2014-10-07	v1.0.0-rc.5
2014-10-02	v1.0.0-rc.4
2014-10-02	0.20.5
2014-09-05	v1.0.0-rc.3
2014-09-05	0.20.4
2014-09-01	v1.0.0-rc.2
2014-08-31	0.20.3
2014-08-30	v1.0.0-rc.1
2014-08-28	0.20.2
2014-08-27	0.20.1
2014-08-19	0.20.0
2014-08-14	0.20.0-RC6
2014-08-13	0.20.0-RC5
2014-07-31	0.20.0-RC4
2014-07-25	0.20.0-RC3
2014-07-18	0.20.0-RC2
2014-07-15	0.20.0-RC1
