2018-01-09	2.75.1
2018-01-09	2.75.0
2018-01-08	2.74.1
2018-01-08	2.74.0
2018-01-05	2.73.0
2018-01-02	2.72.0
2017-12-30	2.71.1
2017-12-27	2.71.0
2017-12-21	2.70.3
2017-12-20	2.70.2
2017-12-18	2.70.1
2017-12-18	2.70.0
2017-12-14	2.69.3
2017-12-13	2.69.2
2017-12-13	2.69.1
2017-12-12	2.69.0
2017-12-05	2.68.2
2017-12-04	2.68.1
2017-11-30	2.68.0
2017-11-28	2.67.0
2017-11-21	2.66.2
2017-11-21	2.66.1
2017-11-21	2.66.0
2017-11-20	2.65.0
2017-11-13	2.64.1
2017-11-06	2.64.0
2017-10-31	2.63.0
2017-10-23	2.62.1
2017-10-17	2.62.0
2017-10-09	2.61.0
2017-10-03	2.60.1
2017-10-03	2.60.0
2017-09-25	2.59.0
2017-09-20	2.58.0
2017-09-19	2.57.2
2017-09-19	2.57.1
2017-09-18	2.57.0
2017-09-12	2.56.0
2017-08-31	2.55.0
2017-08-30	2.54.4
2017-08-28	2.54.3
2017-08-25	2.54.2
2017-08-24	2.54.1
2017-08-22	2.54.0
2017-08-10	2.53.1
2017-08-10	2.53.0
2017-08-09	2.52.0
2017-08-07	2.51.0
2017-08-02	2.50.1
2017-07-31	2.50.0
2017-07-26	2.49.0
2017-07-24	2.48.0
2017-07-17	2.47.0
2017-07-12	2.46.1
2017-07-10	2.46.0
2017-07-06	2.45.0
2017-06-30	2.44.1
2017-06-30	2.44.0
2017-06-29	2.43.0
2017-06-28	2.42.0
2017-06-23	2.41.0
2017-06-22	2.40.0
2017-06-19	2.39.2
2017-06-16	2.39.1
2017-06-15	2.39.0
2017-06-12	2.38.1
2017-06-12	2.38.0
2017-06-05	2.37.0
2017-05-31	2.36.0
2017-05-26	2.35.1
2017-05-24	2.35.0
2017-05-24	2.34.0
2017-05-23	2.33.0
2017-05-19	2.32.1
2017-05-18	2.32.0
2017-05-17	2.31.0
2017-05-12	2.30.2
2017-05-12	2.30.1
2017-05-11	2.30.0
2017-05-11	2.29.1
2017-05-09	2.29.0
2017-05-05	2.28.9
2017-05-03	2.28.8
2017-04-29	2.28.7
2017-04-28	2.28.6
2017-04-26	2.28.5
2017-04-25	2.28.4
2017-04-21	2.28.3
2017-04-20	2.28.2
2017-04-20	2.28.1
2017-04-20	2.28.0
2017-04-14	2.27.0
2017-04-08	2.26.1
2017-04-06	2.26.0
2017-04-03	2.25.0
2017-03-30	2.24.0
2017-03-24	2.23.0
2017-03-21	2.22.0
2017-03-20	2.21.0
2017-03-15	2.20.0
