2018-01-10	1.11.0
2017-12-28	1.10.0
2017-12-14	1.9.12
2017-11-30	1.9.9
2017-11-07	1.9.8
2017-11-06	1.9.7
2017-10-27	1.9.6
2017-10-27	1.9.5
2017-10-25	1.9.4
2017-10-11	1.9.3
2017-09-30	1.9.2
2017-09-26	1.9.1
2017-09-05	1.9.0
2017-09-02	1.8.6
2017-08-31	1.8.5
2017-08-29	1.8.4
2017-08-12	1.8.2
2017-08-03	1.8.1
2017-08-01	1.8.0
2017-06-19	1.7.1
2017-05-27	1.6.2
2017-05-08	1.5.0
2017-04-23	1.4.0
2017-01-24	1.3.6
2016-12-22	1.3.5
2016-11-23	1.3.4
2016-11-01	1.3.3
2016-10-31	1.3.2
2016-10-31	1.3.1
2016-10-12	1.3.0
2016-09-18	1.2.1
2016-09-14	1.2.0
2016-08-31	1.1.5
2016-08-28	1.1.4
2016-08-22	1.1.3
2016-08-21	1.1.2
2016-08-20	1.1.1
2016-08-16	1.1.0
