2018-01-08	v7.0.0-beta.37
2017-12-25	v7.0.0-beta.36
2017-12-14	v7.0.0-beta.35
2017-12-02	v7.0.0-beta.34
2017-12-01	v7.0.0-beta.33
2017-11-12	v7.0.0-beta.32
2017-11-03	v7.0.0-beta.31
2017-10-30	v7.0.0-beta.5
2017-10-30	v7.0.0-beta.4
2017-10-15	v7.0.0-beta.3
2017-09-26	v7.0.0-beta.2
2017-09-19	v7.0.0-beta.1
2017-09-12	v7.0.0-beta.0
2017-08-30	v7.0.0-alpha.20
2017-08-16	v6.26.0
2017-08-07	v7.0.0-alpha.19
2017-08-03	v7.0.0-alpha.18
2017-07-26	v7.0.0-alpha.17
2017-07-25	v7.0.0-alpha.16
2017-07-12	v7.0.0-alpha.15
2017-06-08	v6.25.0
2017-05-31	v7.0.0-alpha.12
2017-05-31	v7.0.0-alpha.11
2017-05-25	v7.0.0-alpha.10
2017-04-18	v7.0.0-alpha.9
2017-04-17	v7.0.0-alpha.8
2017-04-07	v6.24.1
2017-04-05	v7.0.0-alpha.7
2017-03-27	v7.0.0-alpha.6
2017-03-24	v7.0.0-alpha.1
2017-03-24	v7.0.0-alpha.3
2017-03-24	v7.0.0-alpha.5
2017-03-24	v7.0.0-alpha.4
2017-03-13	v6.24.0
2017-02-14	v6.23.0
2017-01-21	v6.22.2
2017-01-20	v6.22.1
2017-01-20	v6.22.0
2016-12-18	v6.21.1
2016-12-16	v6.21.0
2016-12-14	v6.20.3
2016-12-14	v6.20.2
2016-12-14	v6.20.1
2016-12-08	v6.20.0
2016-11-16	v6.19.0
2016-11-01	v6.18.2
2016-11-01	v6.18.1
2016-10-24	v6.18.0
2016-10-01	v6.17.0
2016-09-29	v6.16.3
2016-09-29	v6.16.2
2016-09-28	v6.16.1
2016-09-28	v6.16.0
2016-09-01	v6.15.0
2016-08-24	v6.14.0
2016-08-05	v6.13.2
2016-08-05	v6.13.1
2016-08-04	v6.13.0
2016-07-27	v6.12.0
2016-07-26	v6.11.6
2016-07-23	v6.11.5
2016-07-20	v6.11.4
2016-07-13	v6.11.3
2016-06-29	v6.11.2
2016-06-27	v6.11.1
2016-06-27	v6.11.0
2016-06-21	v6.10.4
2016-06-18	v6.10.3
2016-06-17	v6.10.2
2016-06-11	v6.10.1
2016-06-11	v6.10.0
2016-05-29	v6.9.2
2016-05-29	v6.9.1
2016-05-17	v6.9.0
2016-05-03	v6.8.1
2016-05-02	v6.8.0
2016-04-21	v6.7.7
2016-04-21	v6.7.6
2016-04-08	v6.7.5
2016-03-23	v6.7.4
2016-03-10	v6.7.2
2016-03-09	v6.7.1
2016-03-09	v6.7.0
2016-03-04	v6.6.5
2016-03-02	v6.6.4
2016-03-01	v6.6.3
2016-03-01	v6.6.2
2016-03-01	v6.6.1
2016-02-29	v6.6.0
2016-02-12	v6.5.2
2016-02-08	v6.5.1
2016-02-07	v6.5.0
2016-01-20	v5.8.35
2016-01-20	v6.4.6
2016-01-19	v6.4.5
2016-01-14	v6.4.4
2016-01-14	v6.4.3
2016-01-07	v6.4.2
2016-01-07	v6.4.1
2016-01-06	v6.4.0
